Text,Product_Start,Product_End,Price_Start,Price_End,Promotion_Start,Promotion_End,Marketplace_Start,Marketplace_End,,,,
"Aku tertarik dengan sepeda lipat merek ""Polygon"" yang dijual dengan harga net Rp3.000.000. Saat ini ada promo best deal di Blibli dengan diskon eksklusif.",20,25,80,88,,,123,128,,,,
"Aku ingin membeli bola voli merek ""Mikasa"" dengan harga net Rp400.000. Saat ini ada promo best deal di Sociolla dengan harga spesial.",18,21,62,68,,,103,110,,,,
"Aku tertarik dengan kaos kaki merek ""Puma"" yang dijual dengan harga net Rp800.000. Saat ini ada promo best deal di Tokopedia dengan diskon besar-besaran.",20,28,74,80,,,115,123,,,,
"Aku ingin membeli printer merek ""HP"" dengan harga net Rp1.000.000. Saat ini ada promo best deal di Tokopedia dengan diskon 20%.",18,24,56,64,115,125,99,107,,,,
"Aku tertarik dengan meja kerja merek ""IKEA"" yang dijual dengan harga net Rp500.000. Merek ini sedang mengadakan promo best deal di Shopee dengan harga spesial.",20,24,75,81,,,131,136,,,,
"Aku ingin membeli komputer merek ""Dell"" dengan harga net Rp5.000.000. Saat ini ada promo best deal di Lazada dengan diskon 15%.",18,25,59,67,116,125,102,107,,,,
"Aku tertarik dengan whiteboard merek ""Artline"" yang dijual dengan harga net Rp200.000. Saat ini ada promo best deal di Blibli dengan harga spesial.",20,29,78,84,,,119,124,,,,
"Aku tertarik dengan lemari arsip merek ""Lion"" dengan harga net Rp500.000. Saat ini ada promo best deal di JD.ID dengan potongan harga menarik.",20,31,65,71,,,106,110,,,,
"Aku ingin membeli kalkulator merek ""Casio"" dengan harga net Rp100.000. Saat ini ada promo best deal di Shopee dengan harga diskon besar.",18,27,62,68,,,103,108,,,,
"Aku tertarik dengan mesin laminating merek ""GBC"" yang dijual dengan harga net Rp300.000. Merek ini sedang mengadakan promo best deal di Lazada dengan potongan harga besar.",20,35,80,86,,,136,141,,,,
"Aku mencari monitor merek ""LG"" dengan harga net Rp1.200.000. Merek ini sedang mengadakan promo best deal di Blibli dengan potongan harga menarik.",12,18,50,58,,,108,113,,,,
"Aku ingin membeli keyboard merek ""Logitech"" dengan harga net Rp250.000. Saat ini ada promo best deal di JD.ID dengan harga spesial.",18,25,63,69,,,104,108,,,,
"Aku mencari meja rapat merek ""IKEA"" dengan harga net Rp800.000. Merek ini sedang mengadakan promo best deal di Blibli dengan potongan harga menarik.",12,16,55,61,,,111,116,,,,
"Aku ingin membeli baju merek ""Zara"" dengan harga net Rp300.000. Saat ini ada promo best deal di Zalora dengan diskon 30%.",18,21,55,61,110,119,96,101,,,,
"Aku tertarik dengan dress merek ""H&M"" yang dijual dengan harga net Rp400.000. Merek ini sedang mengadakan promo best deal di Shopee dengan harga spesial.",20,24,69,75,,,125,130,,,,
"Aku mencari kaos polos merek ""Uniqlo"" dengan harga net Rp150.000. Merek ini sedang mengadakan promo best deal di Tokopedia dengan harga diskon besar.",12,15,57,63,,,113,121,,,,
"Aku tertarik dengan rok merek ""Mango"" yang dijual dengan harga net Rp500.000. Saat ini ada promo best deal di Zara dengan harga spesial.",20,22,69,75,,,110,113,,,,
"Aku mencari baju tidur merek ""Victoria's Secret"" dengan harga net Rp200.000. Merek ini sedang mengadakan promo best deal di Lazada dengan penawaran spesial.",12,15,68,74,,,124,129,,,,
"Aku mencari dress formal merek ""Calvin Klein"" dengan harga net Rp800.000. Merek ini sedang mengadakan promo best deal di Tokopedia dengan harga spesial.",12,16,65,71,,,121,129,,,,
"Aku ingin membeli celana panjang merek ""Pull&Bear"" dengan harga net Rp250.000. Saat ini ada promo best deal di Shopee dengan diskon 50%.",18,23,70,76,125,134,111,116,,,,
"Aku ingin membeli baju anak merek ""Carter's"" dengan harga net Rp150.000. Saat ini ada promo best deal di Zalora dengan diskon 30%.",18,21,64,70,119,128,105,110,,,,
"Aku tertarik dengan dress anak merek ""GAP"" yang dijual dengan harga net Rp250.000. Merek ini sedang mengadakan promo best deal di Shopee dengan harga spesial.",20,24,74,80,,,130,135,,,,
"Aku mencari kaos anak merek ""Zara"" dengan harga net Rp100.000. Merek ini sedang mengadakan promo best deal di Tokopedia dengan harga diskon besar.",12,15,54,60,,,29,32,,,,
"Aku ingin membeli sweater merek ""Disney"" dengan harga net Rp150.000. Merek ini sedang mengadakan promo best deal di Shopee dengan potongan harga menarik.",18,24,60,66,,,116,121,,,,
"Aku mencari baju tidur anak merek ""Cotton On Kids"" dengan harga net Rp80.000. Merek ini sedang mengadakan promo best deal di Lazada dengan penawaran spesial.",12,15,70,75,,,125,130,,,,
"Aku mencari dress anak merek ""Carter's"" dengan harga net Rp200.000. Merek ini sedang mengadakan promo best deal di Tokopedia dengan harga spesial.",12,16,59,65,,,115,123,,,,
"Aku ingin membeli kaos lengan panjang anak merek ""H&M"" dengan harga net Rp100.000. Saat ini ada promo best deal di Shopee dengan diskon 50%.",18,21,74,80,129,138,115,120,,,,
"Aku tertarik dengan dress anak merek ""Libby"" yang dijual dengan harga net Rp180.000. Merek ini sedang mengadakan promo best deal di Shopee dengan harga spesial.

",20,29,76,82,,,132,137,,,,
"Aku ingin membeli celana jeans anak merek ""Anakara"" dengan harga net Rp150.000. Saat ini ada promo best deal di Blibli dengan potongan harga besar.
",18,34,71,77,,,112,117,,,,
"Aku tertarik dengan rok anak merek ""Little Ayla"" yang dijual dengan harga net Rp130.000. Saat ini ada promo best deal di Shopee dengan diskon besar-besaran.",20,27,80,86,,,121,126,,,,
"Aku ingin membeli sweater anak merek ""Tiny Dream"" dengan harga net Rp100.000. Saat ini ada promo best deal di Tokopedia dengan penawaran spesial.",18,29,69,75,,,110,118,,,,
"Aku tertarik dengan jaket anak merek ""Little Bobo"" yang dijual dengan harga net Rp200.000. Saat ini ada promo best deal di Blibli dengan harga spesial.",20,29,82,88,,,123,128,,,,
"Aku mencari buku mewarnai anak merek ""Colorful Kids"" dengan harga net Rp30.000. Merek ini sedang mengadakan promo best deal di JD.ID dengan harga spesial.",12,24,72,77,,,127,131,,,,
"Aku ingin membeli buku sains anak merek ""Young Scientists"" dengan harga net Rp65.000. Saat ini ada promo best deal di Lazada dengan penawaran spesial.",18,27,78,83,,,118,123,,,,
"Aku tertarik dengan buku kisah tokoh inspiratif anak merek ""Little Heroes"" yang dijual dengan harga net Rp70.000. Saat ini ada promo best deal di Blibli dengan harga spesial.",20,29,106,111,,,146,151,,,,
Ingin membeli buku Laut Bercerita yang berharga 109 ribu rupiah di Facebook,14,17,48,55,,,,,,,,
Beli action figure anime dengan harga 720.000 ribu rupiah di toko Kyou,12,17,38,49,,,66,69,,,,
Mau beli burger dengan total harga 82.000 ribu ditambah diskon 20% ,9,14,35,45,63,65,,,,,,
Pompa galon USB electric dengan harga 10.000 ,0,4,38,43,,,,,,,,
Kasur ex hotel dan tarikan hotel Harga mulai 275.000,0,4,45,51,,,,,,,,
Smartphone Iphone 128 GB ex Ibox dijual 3.200.000 di Facebook,0,9,40,48,,,53,60,,,,
Ban motor copotan sepasang Rp. 150.000 di Facebook,0,8,27,37,,,42,49,,,,
Smartphone iPhone 13 Pro 128GB SierraBlue iBox Rp. 4.480.000 di Facebook Marketplace,0,9,47,59,,,64,71,,,,
Laptop Macbook Pro 2016 Touchbar 8/256GB Rp. 6.650.000,0,5,41,53,,,,,,,,
"Rp12,500,000 FULLSET KOMPUTER PC GAMING/EDITING RTX 3060 RYZEN 5600G DISKON 20% di facebook",21,28,0,11,76,78,83,90,,,,
Apakah untung membeli Motor Vario cbs 2010 Rp. 6.500.000 di facebook,22,26,43,55,,,60,67,,,,
Apakah untung membeli Smartphone iphone seharga Rp. 5.400.000 di facebook marketplace,22,31,48,60,,,65,72,,,,
"Smartphone terbaru Rp 5.000.000 an, tergantung merek dan spesifikasinya ada di facebook marketplace",0,9,19,30,,,79,86,,,,
Laptop gaming harga Rp 7.000.000 an di facebook marketplace,0,5,20,31,,,39,46,,,,
Mau beli Action Cam Camera Digital 4K WiFi Dual Screen Bcare X-5 Hitam harga nya berapa ya di tokopedia?,20,25,,,,,94,102,,,,
Apakah worth membeli Olympus Tough TG6 Digital Camera Waterproof TG 6 Underwater kamera dengan harga Rp8.199.000 sehabis diskon 16% di tokopedia?,47,52,100,111,128,130,135,143,,,,
Apakah worth membeli Borescope Endoscope Camera Inspection Digital Screen HD Pixel IP67 di tokopedia?,41,46,,,,,91,99,,,,
Harga Tripod 1M / Stabilezer Camera DSLR Digital Dan Handphone berapa di tokopedia ?,29,34,,,,,73,81,,,,
Apaka membeli Canon EOS M50 Mirrorless Digital Camera with Lens 15-45mm - BLACK - M50 BODY worth di tokopedia?,47,52,,,,,100,108,,,,
Saya ingin membeli Canon EOS M50 Mark II KIT 15-45 Mirrorless Digital Camera di tokopedia,70,75,,,,,80,88,,,,
Mau beli smartphone dengan harga Rp3.000.000 di Tokopedia,9,18,33,43,,,48,56,,,,
Mau beli laptop gaming dengan harga sekitar Rp10.000.000 di tokopedia.,9,14,44,55,,,60,68,,,,
Mau beli kamera mirrorless dengan harga sekitar Rp7.000.000 di tokopedia.,9,14,48,58,,,63,71,,,,
Mau beli televisi LED dengan harga sekitar Rp5.000.000 di tokopedia.,9,16,43,53,,,58,66,,,,
Mau beli headphone wireless dengan harga sekitar Rp1.500.000 di tokopedia.,9,17,49,59,,,64,72,,,,
Mau beli smartwatch dengan harga sekitar Rp2.500.000 di tokopedia.,9,18,41,51,,,56,64,,,,
Mau beli printer all-in-one dengan harga sekitar Rp800.000 di tokopedia,9,15,49,57,,,62,70,,,,
Mau beli earphone noise-cancelling dengan harga sekitar Rp500.000 di facebook,9,16,56,64,,,69,76,,,,
Mau beli speaker Bluetooth dengan harga sekitar Rp1.200.000 di tokopedia.,9,15,48,58,,,63,71,,,,
Mau beli hard disk eksternal dengan harga sekitar Rp1.000.000 di tokopedia,9,17,50,60,,,65,73,,,,
"Aku lagi kepengen banget beli smartphone  sobat facebook yang harganya sekitar Rp5.000.000, biar bisa stay connected dengan gaya yang stylish!",30,39,79,89,,,48,55,,,,
"Wah, hatiku tergoda buat beli laptop gaming yang harganya sekitar Rp10.000.000 ada yang jual segitu di facebook marketplace",30,35,66,77,,,103,110,,,,
Kamu tahu nggak? Aku tuh sedang kebelet pengen punya kamera mirrorless yang berharga sekitar Rp7.000.000 ada yang jual di facebook marketplace segituan.,53,58,93,103,,,122,129,,,,
"Kalau boleh jujur, aku tuh pengen banget punya televisi LED yang harganya sekitar Rp5.000.000.Baru ngeliat ada yang jual di facebook marketplace.",47,54,82,92,,,124,131,,,,
"Aku lagi mikir-mikir mau beli earphone wireless yang harganya sekitar Rp1.500.000, biar bisa menikmati musik tanpa kabel yang menggangu gerakanku!",30,37,70,80,,,,,,,,
"Coba deh bayangkan sobat facebook, aku pengen banget punya jam tangan TAG HEUER yang harganya mahal biar bisa diflex ke orang-orang kalau aku udh sukses",59,68,,,,,25,32,,,,
"Nggak bisa dipungkiri, aku sedang berpikir serius untuk membeli printer all-in-one yang harganya sekitar Rp800.000 di facebook marketplace",64,70,105,113,,,118,125,,,,
"Sedang mencari pengalaman baru, aku tertarik untuk membeli kamera aksi dengan harga sekitar Rp3.000.000 di facebook marketplaceMau merekam petualangan hidupku dan membagikannya kepada dunia!",59,64,92,102,,,107,114,,,,
Aku mau melengkapi setup musikku dengan speaker Bluetooth yang harganya sekitar Rp1.200.000Biar bisa menghidupkan suasana dengan irama dan bass yang menggelegar!,40,46,80,90,,,,,,,,
"Sebagai seorang fotografer amatir, aku merasa tertarik membeli tripod yang harganya sekitar Rp1.000.000Biar bisa menjaga kamera tetap stabil dan menghasilkan foto-foto yang tajam!",121,126,92,102,,,,,,,,
"Aku lagi pengen banget makan sushi enak nih di gofood, kira-kira harganya sekitar Rp200.000 untuk puas perut dan lidah!",29,33,82,90,,,47,52,,,,
"Wah, hatiku tergoda buat nyobain steak yang juicy dengan harga sekitar Rp300.000Ada yang jual ga ya di shoppee food ?",33,37,71,79,,,103,109,,,,
Kamu tahu nggak? Aku tuh sedang kebelet pengen makan pizza lezat yang berharga sekitar Rp150.000Pengen coba beli di shoppee food,53,57,87,95,,,116,122,,,,
"Kalau boleh jujur, aku tuh pengen banget makan seafood yang segar dengan harga sekitar Rp500.000 di Shoppee ",47,53,87,95,,,100,106,,,,
Aku lagi mikir-mikir mau beli gelato enak yang harganya sekitar Rp50.000 di gofood.,30,35,64,71,,,76,81,,,,
"Coba deh bayangkan, aku pengen banget makan ramen yang sedap dengan harga sekitar Rp80.000Mau merasakan kenikmatan kuah gurih dan mie kenyal!",44,48,82,89,,,,,,,,
"Nggak bisa dipungkiri, aku sedang berpikir serius untuk mencoba makanan Korea yang populer dengan harga sekitar Rp120.000Biar bisa menikmati hidangan yang unik dan lezat!",64,70,112,120,,,,,,,,
"Sedang mencari pengalaman baru, aku tertarik untuk mencicipi fondue dengan harga sekitar Rp250.000 dari Shopee.",61,66,89,97,,,,,,,,
Aku mau melengkapi pengalaman kulinerku dengan mencoba sushi burrito yang harganya sekitar Rp100.000 pesen di shoppeeBiar bisa menyatukan rasa sushi dan kepraktisan makanan gulung!,165,171,91,99,,,110,116,,,,
"Sebagai penggemar makanan pedas, aku merasa tertarik mencoba hot pot dengan harga sekitar Rp200.000 di FacebookMau merasakan sensasi kehangatan dan kepedasan yang menyenangkan!",18,24,90,98,,,,,,,,
Aku pengen banget beli jaket musim dingin yang stylish dengan harga sekitar Rp500.000 pesan lewat Facebook,23,27,76,84,,,98,105,,,,
"Wah, hatiku tergoda buat nyari dress elegan yang cantik dengan harga sekitar Rp300.000Kira- kira ada ga ya jual di facebook atau mana gitu",31,35,77,85,,,115,122,,,,
Kamu tahu nggak? Aku tuh sedang kebelet pengen punya sneakers keren Nike yang berharga sekitar Rp700.000 di Facebook ada yang jual,53,60,95,103,,,108,115,,,,
"Kalau boleh jujur, aku tuh pengen banget beli baju renang yang trendy dengan harga sekitar Rp210.000yang dijual di tokopedia",46,49,91,99,,,115,123,,,,
Aku lagi mikir-mikir mau beli kemeja lengan panjang yang modis dengan harga sekitar Rp150.000Biar bisa tampil rapi dan stylish di berbagai kesempatan!,30,35,84,92,,,,,,,,
"Coba deh bayangkan, aku pengen banget punya celana jeans yang pas dengan harga sekitar Rp250.000",44,49,87,95,,,,,,,,
"Nggak bisa dipungkiri, aku sedang berpikir serius untuk membeli kaos polo yang nyaman dengan harga sekitar Rp100.000Di facebook ada kayaknya",64,67,107,115,,,119,126,,,,
"Sedang mencari pengalaman baru, aku tertarik untuk mencoba jumpsuit dengan harga sekitar Rp200.500 semoga di facebook ada",59,66,89,97,,,109,116,,,,
Aku mau melengkapi koleksi pakaianku dengan blazer yang elegan dengan harga sekitar Rp400.000Ada ga ya jual di facebook ?,44,49,84,92,,,111,118,,,,
"Sebagai penggemar aksesori, aku merasa tertarik mencari topi yang keren dengan harga sekitar Rp50.000",56,59,93,100,,,,,,,,
"Mau beli smartphone iPhone 14 nih, harganya sekitar Rp12.000.000 di facebook marketplace",9,18,52,63,,,68,75,,,,
"Abis liat fashion brand baru di facebook, jadi kepengen beli sneakers terbaru yang lagi hitsHarganya sekitar Rp2.000.000, harus nabung dulu nih biar bisa kekinian!",61,68,109,119,,,32,39,,,,
"Wow baru liat drop koleksi baju Supreme yang limited edition di facebook Harganya sekitar Rp4.000.000, semoga rezeki bulan ini cukup buat nge-cop item kece itu!",27,30,90,100,,,64,71,,,,
"Mau beli makeup palette yang sedang trending di Twitter itu, harganya sekitar Rp500.000Biar bisa eksperimen dengan lewks yang on point dan dapat banyak pujian!",9,14,78,86,,,48,54,,,,
"Naksir banget sama topi bucket yang lagi hits di tahun 2023 iniHarganya sekitar Rp150.000, semoga bisa dapetin di online shop favoritku!",19,22,80,88,,,,,,,,
"Terinspirasi oleh influencer, pengen banget punya sneakers Adidas terbaru yang trendyHarganya sekitar Rp2.550.000, harus nabung dan pantengin timeline diskonan!",50,57,102,112,,,,,,,,
"Denger kabar ada kamera mirrorless Canon terbaru dengan fitur canggih, harganya sekitar Rp8.120.000 kece itu bisa di cek di Tokopedia",17,22,88,98,,,,,,,,
"Ada brand lokal kosmetik bagus nih, harganya terjangkau sekitar Rp200.000 bisa di beli di TokopediaAyo dukung produk lokal dan tetap stylish!",16,23,64,72,,,90,98,,,,
"Eh, lagi nyari vacuum cleaner yang bagus nihHarganya sekitar Rp1.500.000, biar bisa ngelap rumah jadi lebih efisienDi tokopedia ada ga ya ?",22,28,61,71,,,118,126,,,,
"Mau beli rice cooker yang kapasitasnya besar, harganya sekitar Rp500.000Ada ga ya di Tokopedia?",9,19,63,71,,,85,93,,,,
"Naksir banget sama set peralatan dapur stainless steel di TokopediaHarganya sekitar Rp1.000.000, biar bisa masak dengan gaya dan tahan lama!",23,37,84,94,,,58,66,,,,
"Pengen beli blender yang powerful, harganya sekitar Rp700.000 ada ga ya di tokopedia ?",12,18,52,60,,,75,83,,,,
"Duh, lagi butuh air fryer nihHarganya sekitar Rp800.000 nih di facebook marketplace",16,24,46,54,,,63,70,,,,
"Lagi demen sama set peralatan makan yang cantik, harganya sekitar Rp300.000 di facebook marketplace",20,28,66,74,,,79,86,,,,
"Mau beli mesin cuci yang hemat energi, harganya sekitar Rp2.000.000 yang dijual di facebook marketplace",9,18,56,66,,,83,90,,,,
"Eh, ada toaster oven yang bagus nih, harganya sekitar Rp400.000 tadi liat di facebook page lewat",16,19,54,62,,,77,84,,,,
"Eh, mau tanya dong, harga sweater yang lagi hype sekarang apa ya sobat twitter ?",26,32,,,,,71,77,,,,
Ada yang tau gak harga sepatu sneakers brand ini? Modelnya kece banget.,30,37,,,,,,,,,,
"Coba deh, share harga jaket denim yang oke punya. ",22,26,,,,,,,,,,
"Mau nanya, berapa harga jeans ripped yang lagi hits? Pengen tampil kece dengan gaya streetwear!",24,28,,,,,,,,,,
"Kawan twitter penasaran nih, harga kaos oblong brand lokal yang kualitasnya oke gimana ya? ",35,38,,,,,,,,,,
Ada yang punya info harga sweater oversize yang lagi nge-trend? ,26,32,,,,,,,,,,
"Nanya dong, harga celana chino yang bisa dipake ke mana-mana. Lagi nyari yang affordable tapi tetap stylish!",18,23,,,,,,,,,,
"Mau tahu, berapa harga hoodie dengan brand streetwear ini?",23,28,,,,,,,,,,
"Lagi nyari wireless earbuds yang oke punya, tapi budget terbatas. Ada rekomendasi gak kawan Twitter?",20,26,,,,,92,98,,,,
"Mau beli hoodie kece dengan harga yang masih friendly di kantong, ada yang punya saran Twitter friend ?",9,14,,,,,87,93,,,,
"Pengen punya sneakers dengan desain trendy, tapi tetap affordable. Ada yang bisa kasih tau Twitter fam yang pas?",13,20,,,,,91,97,,,,
Lagi cari tas ransel yang stylish tapi harganya ga bikin kantong jebol. Ada yang tahu merk yang oke sobat Twitter?,10,12,,,,,106,112,,,,
"Mencari kacamata hitam yang keren, tapi harganya masih di bawah budget. Ada yang bisa kasih info?",8,15,,,,,,,,,,
"Lagi pengen beli baju crop top yang lucu-lucu, tapi tetap terjangkau buat kantong mahasiswa. Ada yang punya rekomendasi?",17,20,,,,,,,,,,
"Mau beli jam tangan dengan design minimalis, tapi harganya ga mahal-mahal banget. Ada saran merk yang bagus? kalau bisa di toko onlien kayak shoppee",9,18,,,,,141,147,,,,
"Lagi nyari sneakers vintage yang affordable, tapi tetap kualitasnya oke. Ada yang jual di facebook sini ?",11,18,,,,,90,97,,,,
"Mencari hoodie oversized yang nyaman dipakai, tapi harganya ga bikin dompet menangis. Ada yang tahu dimana bisa dapetin? Apa ada di shoppee?",8,13,,,,,132,138,,,,
"Pengen punya kaos dengan desain unik, tapi harganya masih terjangkau. Ada yang punya brand favorit?",13,16,,,,,,,,,,
"Lagi cari celana jogger yang trendy, tapi harganya masih friendly. Ada yang tahu merk yang oke? Pengen beli online di shoppee",10,15,,,,,118,124,,,,
"Mau beli sepatu boots dengan harga yang ga bikin bangkrut, tapi tetap kualitasnya bagus. Ada saran tempat beli?",16,20,,,,,,,,,,
"Lagi nyari sweater dengan motif yang eye-catching, tapi harganya masih ramah di kantong. Ada yang punya referensi brand kawan facebook ?",11,17,,,,,126,133,,,,
"Mencari denim jaket yang bisa bikin tampilan jadi lebih keren, tapi tetap terjangkau. Ada yang bisa kasih rekomendasi sobat facebook ?",14,18,,,,,124,131,,,,
"Pengen punya kaos polos dengan kualitas baik, tapi harganya masih terjangkau. Ada yang tahu dimana bisa dapetin?",13,16,,,,,,,,,,
Baru aja beli sepatu keren seharga 700 ribu di Shoppee. Langsung tingkatkan gaya fashion!,81,87,35,42,,,47,53,,,,
Gue baru aja dapetin smartphone baru seharga 5 juta di tokopedia. Kualitas kameranya bikin auto jago fotografi!,21,30,45,50,,,55,63,,,,
Tadi gue beli laptop gaming seharga Rp 10.499.000 di tokopedia terpercaya. Spesifikasinya bikin gaming experience jadi maksimal!,14,19,36,48,,,53,61,,,,
Gue baru aja beli headphone wireless seharga 2 juta di Kaskus. Tinggal dengerin musik tanpa ribet kabel!,18,26,45,50,,,55,60,,,,
Baru aja nambah koleksi jam tangan kece seharga 3.122.000 di Facebook marketplace. ,24,33,48,56,,,61,68,,,,
Gue baru aja beli kamera mirrorless seharga 7 juta di platform Tokopedia. Bisa eksplorasi dunia fotografi lebih seru!,18,23,44,49,,,63,71,,,,
"Baru aja beli smartwatch pintar seharga 1,5 juta di Tokopedia. Mau monitor kesehatan jadi lebih mudah!",14,23,40,47,,,52,60,,,,
"Gue baru aja dapat tas backpack premium seharga 1,2 juta di website jual beli online. Desainnya bikin kece di segala kesempatan!",19,21,48,55,,,,,,,,
"Baru aja beli soundbar seharga 3,5 juta di e-commerce. Bisa nonton film jadi lebih seru dengan kualitas suara yang jernih!",14,21,31,38,,,,,,,,
Gue baru aja beli drone seharga 4 juta di tokopedia ,18,22,32,37,,,42,50,,,,
Baru aja nambah koleksi baju branded seharga 500 ribu di platform Shoppee. Tingkatkan gaya fashion tanpa harus boros!,91,97,45,52,,,66,72,,,,
Aku baru aja beli power bank seharga 200 ribu di situs jual beli online dengan diskon 15%,18,27,37,44,86,88,,,,,,
Baru aja beli earphone wireless seharga 300 ribu di toko online favorit. Dengerin musik jadi lebih bebas dan praktis!,14,21,40,47,,,,,,,,
"Gaes twitter, baru aja dapet speaker portable seharga 800 ribu di marketplace. Langsung bikin suasana pesta jadi lebih asyik!",29,35,54,61,,,5,11,,,,
Baru aja nambah koleksi kacamata hitam seharga 150 ribu di website jual beli online. Tampil keren dengan pelindung mata yang modis!,24,31,47,54,,,,,,,,
Worth it ga guys beli kosmetik SKINTIFIC - Mugwort Acne Clat Mask seharga 94 ribu di shoppee?,22,29,74,80,,,85,91,,,,
"Eh, nih guys, worth it gak ya kalo beli sneakers Mens - Nike Air Force 1 '07 White 46 seharga 1.5 juta yang diskon 30%? Pengen nambah koleksi tapi pikir-pikir dulu nih.",40,47,94,101,115,117,,,,,,
"Ada yang pernah pake kamera mirrorless  Canon EOS M200 yang harganya 8 jutaan, sekarang lagi diskon 20%. Worth it gak sih buat jadiin mainan fotografi baru?",21,26,69,74,100,102,,,,,,
"Mau dong pendapat kalian, apakah worth it beli laptop gaming seharga 15 juta yang diskon 10% di tokopedia? Pengen upgrade performa gaming nih tapi masih ragu.",47,52,69,75,89,91,96,104,,,,
"Ada yang punya pengalaman pake smartphone flagship brand Samsung seharga 12 jutaan, sekarang lagi diskon 15%? Penasaran, worth it gak sih?",31,40,73,79,105,107,,,,,,
Worth it gak ya beli smartwatch merek Huawei seharga 2 jutaan yang diskon 40%? Pengen nyobain fitur-fitur keren tapi masih mikir-mikir.,21,30,53,58,74,76,,,,,,
"Ada yang pernah pake headphone wireless merek Lenovo yang harganya 500 ribuan, sekarang lagi diskon 50%. Worth it gak buat dengerin musik twitter fam ?",21,29,67,74,100,102,138,144,,,,
"Guys, worth it gak sih beli tas backpack seharga 800 ribu yang lagi diskon 25%? Lagi butuh tas baru nih, tapi bingung pilihannya.",28,30,49,56,75,77,,,,,,
"Mau dong pendapat kalian, apakah worth it beli soundbar Xiaomi seharga 2 juta yang diskon 30%? Pengen upgrade kualitas suara di rumah.",47,54,71,76,90,92,,,,,,
Worth it gak ya beli kamera action cam Canon seharga 1 jutaan yang lagi diskon 20% di tokopedia? Pengen rekam momen-momen seru tapi masih galau.,21,26,53,58,79,81,86,94,,,,
"Ada yang pernah pake earphone true wireless yang harganya 300 ribuan, sekarang lagi diskon 35% di tokopedia. Worth it gak buat dengerin musik di jalan?",21,28,58,65,91,93,98,106,,,,
"Guys, worth it gak sih beli baju Uniqlo seharga 500 ribuan yang lagi diskon 20%? Pengen tampil stylish tapi budget terbatas.",28,31,48,55,76,78,,,,,,
"Mau dong pendapat kalian, apakah worth it beli sepatu sneakers seharga 1,5 juta yang diskon 10%? Pengen nambah koleksi tapi masih mikir-mikir.",54,61,71,78,92,94,,,,,,
Worth it gak ya beli jam tangan merek Daniel Klein seharga 600 ribuan yang lagi diskon 30%? Pengen tampil fashionable tapi masih pikir-pikir.,106,112,59,66,87,89,,,,,,
"Ada yang pernah pake baju olahraga NIke yang harganya 400 ribuan, sekarang lagi diskon 10%. Worth it gak sih buat rutin olahraga?",21,24,54,61,87,89,,,,,,
"Guys, worth it gak sih beli celana jeans seharga 400 ribuan yang lagi diskon 20% di Shoppee? Lagi butuh celana baru nih, tapi masih bingung mau pilih yang mana.",35,39,49,56,77,79,84,90,,,,
"Mau dong pendapat kalian, apakah worth it beli sepatu sneakers Nike Omni Multi-Court yang harganya 600 ribu setelah diskon 30% di Shoppee?",54,61,99,106,123,125,130,136,,,,
Ada yang pernah pakai earphone KZ ZNA yang harganya 200 ribu setelah diskon 20% di Shoppee? Worth it gak sih?,22,29,52,59,76,78,83,89,,,,
"Brosis, worth it gak sih beli kemeja 300 ribu di uniqlo setelah diskon 15% di Shoppee?",30,35,37,44,71,73,78,84,,,,
"Sist, nanya dong, worth it gak sih beli tas ransel Gramedia yang harganya 400 ribu setelah diskon 20% di Shoppee?",40,42,74,81,98,100,105,111,,,,
"Guys, pendapat kalian dong, worth it gak sih beli jam tangan 1 juta ?",50,59,61,66,,,,,,,,
"Ey, mau tanya, worth it gak sih beli kacamata polarized merek Uniqlo yang harganya 300 ribu setelah diskon 10%?",37,44,83,90,107,109,,,,,,
"Sist, ada yang pernah pake baju kaos H&M yang harganya 100 ribuan di Shoppee? Worth it gak buat daily outfit?",27,30,55,62,,,69,75,,,,
"Brosis, worth it gak sih beli celana jeans boss hugo yang harganya 600 ribu setelah diskon 20% di Shoppee?",37,41,67,74,,,98,104,,,,
"Mau dong pendapat kalian, apakah worth it beli jaket pria yang harganya 500.000 di Shoppee?",47,51,72,78,,,83,89,,,,
"Guys, worth it gak sih beli topi NIke Heritage yang harganya 250 ribu setelah diskon 25% di Shoppee?",28,31,61,68,85,87,92,98,,,,
"Sist, ada yang udah coba beli dress cantik merek eprolo yang harganya 700 ribu setelah diskon 10% di Shoppee? Worth it gak buat acara formal?",30,34,70,77,94,96,101,107,,,,
"Brosis, worth it gak sih beli sweater hoodie merek Mark and Spencer yang harganya 900 ribu setelah diskon 15% di Shoppee?",30,36,82,89,106,108,113,119,,,,
"Ey, mau dong pendapat. Worth it gak sih beli kaos kaki Uniqlo yang harganya 50 ribu ? Ada nemu di Shoppee nih",45,53,76,82,,,98,104,,,,
"Sist, ada yang pernah pakai legging ASOS yang harganya 350 ribu setelah diskon 10%? Worth it gak sih buat olahraga? Pengen beli di Shoppee",28,34,55,62,79,81,131,137,,,,
"Brosis, worth it gak sih beli kaos polo Lauren original yang harganya 350 ribu setelah diskon 25%? Ada diskon nih di Shoppee",30,33,70,77,94,96,117,123,,,,
"Mau dong pendapat kalian, apakah worth it beli burger bangor ? Liat di twitter enak kayaknya",47,52,,,,,71,77,,,,
