Text,Product_Name,Product_Start,Product_End,Price_Name,Price_Start,Price_End,Promotion_Type,Promotion_Start,Promotion_End,Marketplace_Name,Marketplace_Start,Marketplace_End
"Apakah Baju sebaiknya dibeli dengan harga Rp200,000 dan mendapatkan diskon sebesar 15% di Carefour?",Baju,7,10,"Rp200,000",42,50,0.15,83,85,Carefour,90,97
"Apakah Celana dijual dengan harga Rp150,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Celana,7,12,"Rp150,000",34,42,0.1,75,77,Tokopedia,82,90
"Apakah Printer dengan harga Rp2,000,000 sebaiknya dibeli dengan diskon 20% di Shopee?",Printer,7,13,"Rp2,000,000",28,38,0.2,71,73,Shopee,78,83
"Apakah CPU sebaiknya dibeli dengan harga Rp6,000,000 dan mendapatkan diskon sebesar 10% di Metro?",CPU,7,9,"Rp6,000,000",41,51,0.1,84,86,Metro,91,95
"Apakah Monitor dijual dengan harga Rp3,500,000 dan mendapatkan diskon sebesar 15% di Carefour?",Monitor,7,13,"Rp3,500,000",35,45,0.15,78,80,Carefour,85,92
"Apakah sebaiknya membeli buku dengan harga Rp45,000 dan mendapatkan diskon sebesar 10% di Shopee?",Buku,25,28,"Rp45,000",43,50,0.1,83,85,Shopee,90,95
"Apakah HandPhone dengan harga Rp4,500,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",HandPhone,7,15,"Rp4,500,000",30,40,0.15,73,75,Tokopedia,80,88
"Apakah GPU dijual dengan harga Rp7,500,000 dan mendapatkan diskon sebesar 20% di Metro?",GPU,7,9,"Rp7,500,000",31,41,0.2,74,76,Metro,81,85
"Apakah Laptop dengan harga Rp9,500,000 sebaiknya dibeli dengan diskon 10% di Carefour?",Laptop,7,12,"Rp9,500,000",27,37,0.1,70,72,Carefour,77,84
"Apakah Komputer sebaiknya dibeli dengan harga Rp11,500,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Komputer,7,14,"Rp11,500,000",46,57,0.1,90,92,Tokopedia,97,105
"Apakah Lipstick dijual dengan harga Rp90,000 dan mendapatkan diskon sebesar 5% di Shopee?",Lipstick,7,14,"Rp90,000",36,43,0.05,76,77,Shopee,82,87
"Apakah Parfum dengan harga Rp450,000 sebaiknya dibeli dengan diskon 10% di Metro?",Parfum,7,12,"Rp450,000",27,35,0.1,68,70,Metro,75,79
"Apakah Baju sebaiknya dibeli dengan harga Rp180,000 dan mendapatkan diskon sebesar 15% di Carefour?",Baju,7,10,"Rp180,000",42,50,0.15,83,85,Carefour,90,97
"Apakah Celana dijual dengan harga Rp135,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Celana,7,12,"Rp135,000",34,42,0.1,75,77,Tokopedia,82,90
"Apakah Printer dengan harga Rp1,800,000 sebaiknya dibeli dengan diskon 20% di Shopee?",Printer,7,13,"Rp1,800,000",28,38,0.2,71,73,Shopee,78,83
"Apakah CPU sebaiknya dibeli dengan harga Rp5,400,000 dan mendapatkan diskon sebesar 10% di Metro?",CPU,7,9,"Rp5,400,000",41,51,0.1,84,86,Metro,91,95
"Apakah Monitor dijual dengan harga Rp3,150,000 dan mendapatkan diskon sebesar 15% di Carefour?",Monitor,7,13,"Rp3,150,000",35,45,0.15,78,80,Carefour,85,92
"Apakah sebaiknya membeli buku dengan harga Rp55,000 dan mendapatkan diskon sebesar 10% di Shopee?",Buku,25,28,"Rp55,000",43,50,0.1,83,85,Shopee,90,95
"Apakah HandPhone dengan harga Rp5,500,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",HandPhone,7,15,"Rp5,500,000",30,40,0.15,73,75,Tokopedia,80,88
"Apakah GPU dijual dengan harga Rp9,000,000 dan mendapatkan diskon sebesar 20% di Metro?",GPU,7,9,"Rp9,000,000",31,41,0.2,74,76,Metro,81,85
"Apakah Laptop dengan harga Rp11,000,000 sebaiknya dibeli dengan diskon 10% di Carefour?",Laptop,7,12,"Rp11,000,000",27,38,0.1,71,73,Carefour,78,85
"Apakah Komputer sebaiknya dibeli dengan harga Rp13,000,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Komputer,7,14,"Rp13,000,000",46,57,0.1,90,92,Tokopedia,97,105
"Apakah Lipstick dijual dengan harga Rp95,000 dan mendapatkan diskon sebesar 5% di Shopee?",Lipstick,7,14,"Rp95,000",36,43,0.05,76,77,Shopee,82,87
"Apakah Parfum dengan harga Rp475,000 sebaiknya dibeli dengan diskon 10% di Metro?",Parfum,7,12,"Rp475,000",27,35,0.1,68,70,Metro,75,79
"Apakah Baju sebaiknya dibeli dengan harga Rp190,000 dan mendapatkan diskon sebesar 15% di Carefour?",Baju,7,10,"Rp190,000",42,50,0.15,83,85,Carefour,90,97
"Apakah Celana dijual dengan harga Rp140,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Celana,7,12,"Rp140,000",34,42,0.1,75,77,Tokopedia,82,90
"Apakah Printer dengan harga Rp1,900,000 sebaiknya dibeli dengan diskon 20% di Shopee?",Printer,7,13,"Rp1,900,000",28,38,0.2,71,73,Shopee,78,83
"Apakah CPU sebaiknya dibeli dengan harga Rp5,700,000 dan mendapatkan diskon sebesar 10% di Metro?",CPU,7,9,"Rp5,700,000",41,51,0.1,84,86,Metro,91,95
"Apakah Monitor dijual dengan harga Rp3,300,000 dan mendapatkan diskon sebesar 15% di Carefour?",Monitor,7,13,"Rp3,300,000",35,45,0.15,78,80,Carefour,85,92
"Apakah sebaiknya membeli buku dengan harga Rp60,000 dan mendapatkan diskon sebesar 10% di Shopee?",Buku,25,28,"Rp60,000",43,50,0.1,83,85,Shopee,90,95
"Apakah HandPhone dengan harga Rp6,000,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",HandPhone,7,15,"Rp6,000,000",30,40,0.15,73,75,Tokopedia,80,88
"Apakah GPU dijual dengan harga Rp9,500,000 dan mendapatkan diskon sebesar 20% di Metro?",GPU,7,9,"Rp9,500,000",31,41,0.2,74,76,Metro,81,85
"Apakah Laptop dengan harga Rp12,500,000 sebaiknya dibeli dengan diskon 10% di Carefour?",Laptop,7,12,"Rp12,500,000",27,38,0.1,71,73,Carefour,78,85
"Apakah Komputer sebaiknya dibeli dengan harga Rp14,500,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Komputer,7,14,"Rp14,500,000",46,57,0.1,90,92,Tokopedia,97,105
"Apakah Lipstick dijual dengan harga Rp80,000 dan mendapatkan diskon sebesar 5% di Shopee?",Lipstick,7,14,"Rp80,000",36,43,0.05,76,77,Shopee,82,87
"Apakah Parfum dengan harga Rp400,000 sebaiknya dibeli dengan diskon 10% di Metro?",Parfum,7,12,"Rp400,000",27,35,0.1,68,70,Metro,75,79
"Apakah Baju sebaiknya dibeli dengan harga Rp160,000 dan mendapatkan diskon sebesar 15% di Carefour?",Baju,7,10,"Rp160,000",42,50,0.15,83,85,Carefour,90,97
"Apakah Celana dijual dengan harga Rp120,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Celana,7,12,"Rp120,000",34,42,0.1,75,77,Tokopedia,82,90
"Apakah Printer dengan harga Rp1,600,000 sebaiknya dibeli dengan diskon 20% di Shopee?",Printer,7,13,"Rp1,600,000",28,38,0.2,71,73,Shopee,78,83
"Apakah CPU sebaiknya dibeli dengan harga Rp4,800,000 dan mendapatkan diskon sebesar 10% di Metro?",CPU,7,9,"Rp4,800,000",41,51,0.1,84,86,Metro,91,95
"Apakah Monitor dijual dengan harga Rp2,800,000 dan mendapatkan diskon sebesar 15% di Carefour?",Monitor,7,13,"Rp2,800,000",35,45,0.15,78,80,Carefour,85,92
"Apakah sebaiknya membeli buku dengan harga Rp65,000 dan mendapatkan diskon sebesar 10% di Shopee?",Buku,25,28,"Rp65,000",43,50,0.1,83,85,Shopee,90,95
"Apakah HandPhone dengan harga Rp6,500,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",HandPhone,7,15,"Rp6,500,000",30,40,0.15,73,75,Tokopedia,80,88
"Apakah GPU dijual dengan harga Rp10,000,000 dan mendapatkan diskon sebesar 20% di Metro?",GPU,7,9,"Rp10,000,000",31,42,0.2,75,77,Metro,82,86
"Apakah Laptop dengan harga Rp12,000,000 sebaiknya dibeli dengan diskon 10% di Carefour?",Laptop,7,12,"Rp12,000,000",27,38,0.1,71,73,Carefour,78,85
"Apakah Komputer sebaiknya dibeli dengan harga Rp14,000,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Komputer,7,14,"Rp14,000,000",46,57,0.1,90,92,Tokopedia,97,105
"Apakah Lipstick dijual dengan harga Rp75,000 dan mendapatkan diskon sebesar 5% di Shopee?",Lipstick,7,14,"Rp75,000",36,43,0.05,76,77,Shopee,82,87
"Apakah Parfum dengan harga Rp375,000 sebaiknya dibeli dengan diskon 10% di Metro?",Parfum,7,12,"Rp375,000",27,35,0.1,68,70,Metro,75,79
"Apakah Baju sebaiknya dibeli dengan harga Rp150,000 dan mendapatkan diskon sebesar 15% di Carefour?",Baju,7,10,"Rp150,000",42,50,0.15,83,85,Carefour,90,97
"Apakah Celana dijual dengan harga Rp115,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Celana,7,12,"Rp115,000",34,42,0.1,75,77,Tokopedia,82,90
"Apakah Printer dengan harga Rp1,500,000 sebaiknya dibeli dengan diskon 20% di Shopee?",Printer,7,13,"Rp1,500,000",28,38,0.2,71,73,Shopee,78,83
"Apakah CPU sebaiknya dibeli dengan harga Rp4,500,000 dan mendapatkan diskon sebesar 10% di Metro?",CPU,7,9,"Rp4,500,000",41,51,0.1,84,86,Metro,91,95
"Apakah Monitor dijual dengan harga Rp2,600,000 dan mendapatkan diskon sebesar 15% di Carefour?",Monitor,7,13,"Rp2,600,000",35,45,0.15,78,80,Carefour,85,92
"Apakah sebaiknya membeli buku dengan harga Rp70,000 dan mendapatkan diskon sebesar 10% di Shopee?",Buku,25,28,"Rp70,000",43,50,0.1,83,85,Shopee,90,95
"Apakah HandPhone dengan harga Rp7,000,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",HandPhone,7,15,"Rp7,000,000",30,40,0.15,73,75,Tokopedia,80,88
"Apakah GPU dijual dengan harga Rp10,500,000 dan mendapatkan diskon sebesar 20% di Metro?",GPU,7,9,"Rp10,500,000",31,42,0.2,75,77,Metro,82,86
"Apakah Laptop dengan harga Rp13,500,000 sebaiknya dibeli dengan diskon 10% di Carefour?",Laptop,7,12,"Rp13,500,000",27,38,0.1,71,73,Carefour,78,85
"Apakah Komputer sebaiknya dibeli dengan harga Rp15,500,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Komputer,7,14,"Rp15,500,000",46,57,0.1,90,92,Tokopedia,97,105
"Apakah Lipstick dijual dengan harga Rp85,000 dan mendapatkan diskon sebesar 5% di Shopee?",Lipstick,7,14,"Rp85,000",36,43,0.05,76,77,Shopee,82,87
"Apakah Parfum dengan harga Rp425,000 sebaiknya dibeli dengan diskon 10% di Metro?",Parfum,7,12,"Rp425,000",27,35,0.1,68,70,Metro,75,79
"Apakah Baju sebaiknya dibeli dengan harga Rp170,000 dan mendapatkan diskon sebesar 15% di Carefour?",Baju,7,10,"Rp170,000",42,50,0.15,83,85,Carefour,90,97
"Apakah Celana dijual dengan harga Rp130,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Celana,7,12,"Rp130,000",34,42,0.1,75,77,Tokopedia,82,90
"Apakah Printer dengan harga Rp1,300,000 sebaiknya dibeli dengan diskon 20% di Shopee?",Printer,7,13,"Rp1,300,000",28,38,0.2,71,73,Shopee,78,83
"Apakah CPU sebaiknya dibeli dengan harga Rp3,900,000 dan mendapatkan diskon sebesar 10% di Metro?",CPU,7,9,"Rp3,900,000",41,51,0.1,84,86,Metro,91,95
"Apakah Monitor dijual dengan harga Rp2,200,000 dan mendapatkan diskon sebesar 15% di Carefour?",Monitor,7,13,"Rp2,200,000",35,45,0.15,78,80,Carefour,85,92
"Apakah sebaiknya membeli buku dengan harga Rp75,000 dan mendapatkan diskon sebesar 10% di Shopee?",Buku,25,28,"Rp75,000",43,50,0.1,83,85,Shopee,90,95
"Apakah HandPhone dengan harga Rp7,500,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",HandPhone,7,15,"Rp7,500,000",30,40,0.15,73,75,Tokopedia,80,88
"Apakah GPU dijual dengan harga Rp11,000,000 dan mendapatkan diskon sebesar 20% di Metro?",GPU,7,9,"Rp11,000,000",31,42,0.2,75,77,Metro,82,86
"Apakah Laptop dengan harga Rp14,000,000 sebaiknya dibeli dengan diskon 10% di Carefour?",Laptop,7,12,"Rp14,000,000",27,38,0.1,71,73,Carefour,78,85
"Apakah Komputer sebaiknya dibeli dengan harga Rp16,000,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Komputer,7,14,"Rp16,000,000",46,57,0.1,90,92,Tokopedia,97,105
"Apakah Lipstick dijual dengan harga Rp90,000 dan mendapatkan diskon sebesar 5% di Shopee?",Lipstick,7,14,"Rp90,000",36,43,0.05,76,77,Shopee,82,87
"Apakah Parfum dengan harga Rp450,000 sebaiknya dibeli dengan diskon 10% di Metro?",Parfum,7,12,"Rp450,000",27,35,0.1,68,70,Metro,75,79
"Apakah Baju sebaiknya dibeli dengan harga Rp180,000 dan mendapatkan diskon sebesar 15% di Carefour?",Baju,7,10,"Rp180,000",42,50,0.15,83,85,Carefour,90,97
"Apakah Celana dijual dengan harga Rp135,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Celana,7,12,"Rp135,000",34,42,0.1,75,77,Tokopedia,82,90
"Apakah Printer dengan harga Rp1,800,000 sebaiknya dibeli dengan diskon 20% di Shopee?",Printer,7,13,"Rp1,800,000",28,38,0.2,71,73,Shopee,78,83
"Apakah CPU sebaiknya dibeli dengan harga Rp5,400,000 dan mendapatkan diskon sebesar 10% di Metro?",CPU,7,9,"Rp5,400,000",41,51,0.1,84,86,Metro,91,95
"Apakah Monitor dijual dengan harga Rp3,150,000 dan mendapatkan diskon sebesar 15% di Carefour?",Monitor,7,13,"Rp3,150,000",35,45,0.15,78,80,Carefour,85,92
"Apakah sebaiknya membeli buku dengan harga Rp55,000 dan mendapatkan diskon sebesar 10% di Shopee?",Buku,25,28,"Rp55,000",43,50,0.1,83,85,Shopee,90,95
"Apakah HandPhone dengan harga Rp5,500,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",HandPhone,7,15,"Rp5,500,000",30,40,0.15,73,75,Tokopedia,80,88
"Apakah GPU dijual dengan harga Rp9,000,000 dan mendapatkan diskon sebesar 20% di Metro?",GPU,7,9,"Rp9,000,000",31,41,0.2,74,76,Metro,81,85
"Apakah Laptop dengan harga Rp11,000,000 sebaiknya dibeli dengan diskon 10% di Carefour?",Laptop,7,12,"Rp11,000,000",27,38,0.1,71,73,Carefour,78,85
"Apakah Komputer sebaiknya dibeli dengan harga Rp13,000,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Komputer,7,14,"Rp13,000,000",46,57,0.1,90,92,Tokopedia,97,105
"Apakah Lipstick dijual dengan harga Rp90,000 dan mendapatkan diskon sebesar 5% di Shopee?",Lipstick,7,14,"Rp90,000",36,43,0.05,76,77,Shopee,82,87
"Apakah Parfum dengan harga Rp450,000 sebaiknya dibeli dengan diskon 10% di Metro?",Parfum,7,12,"Rp450,000",27,35,0.1,68,70,Metro,75,79
"Apakah Baju sebaiknya dibeli dengan harga Rp180,000 dan mendapatkan diskon sebesar 15% di Carefour?",Baju,7,10,"Rp180,000",42,50,0.15,83,85,Carefour,90,97
"Apakah Celana dijual dengan harga Rp135,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Celana,7,12,"Rp135,000",34,42,0.1,75,77,Tokopedia,82,90
"Apakah Printer dengan harga Rp1,800,000 sebaiknya dibeli dengan diskon 20% di Shopee?",Printer,7,13,"Rp1,800,000",28,38,0.2,71,73,Shopee,78,83
"Apakah CPU sebaiknya dibeli dengan harga Rp5,400,000 dan mendapatkan diskon sebesar 10% di Metro?",CPU,7,9,"Rp5,400,000",41,51,0.1,84,86,Metro,91,95
"Apakah Monitor dijual dengan harga Rp3,150,000 dan mendapatkan diskon sebesar 15% di Carefour?",Monitor,7,13,"Rp3,150,000",35,45,0.15,78,80,Carefour,85,92
"Apakah sebaiknya membeli buku dengan harga Rp55,000 dan mendapatkan diskon sebesar 10% di Shopee?",Buku,25,28,"Rp55,000",43,50,0.1,83,85,Shopee,90,95
"Apakah HandPhone dengan harga Rp5,500,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",HandPhone,7,15,"Rp5,500,000",30,40,0.15,73,75,Tokopedia,80,88
"Apakah GPU dijual dengan harga Rp9,000,000 dan mendapatkan diskon sebesar 20% di Metro?",GPU,7,9,"Rp9,000,000",31,41,0.2,74,76,Metro,81,85
"Apakah Laptop dengan harga Rp11,000,000 sebaiknya dibeli dengan diskon 10% di Carefour?",Laptop,7,12,"Rp11,000,000",27,38,0.1,71,73,Carefour,78,85
"Apakah Komputer sebaiknya dibeli dengan harga Rp13,000,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Komputer,7,14,"Rp13,000,000",46,57,0.1,90,92,Tokopedia,97,105
"Apakah Lipstick dijual dengan harga Rp90,000 dan mendapatkan diskon sebesar 5% di Shopee?",Lipstick,7,14,"Rp90,000",36,43,0.05,76,77,Shopee,82,87
"Apakah Parfum dengan harga Rp450,000 sebaiknya dibeli dengan diskon 10% di Metro?",Parfum,7,12,"Rp450,000",27,35,0.1,68,70,Metro,75,79
"Apakah Baju sebaiknya dibeli dengan harga Rp180,000 dan mendapatkan diskon sebesar 15% di Carefour?",Baju,7,10,"Rp180,000",42,50,0.15,83,85,Carefour,90,97
"Apakah Celana dijual dengan harga Rp135,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Celana,7,12,"Rp135,000",34,42,0.1,75,77,Tokopedia,82,90
"Apakah Printer dengan harga Rp1,800,000 sebaiknya dibeli dengan diskon 20% di Shopee?",Printer,7,13,"Rp1,800,000",28,38,0.2,71,73,Shopee,78,83
"Apakah CPU sebaiknya dibeli dengan harga Rp5,400,000 dan mendapatkan diskon sebesar 10% di Metro?",CPU,7,9,"Rp5,400,000",41,51,0.1,84,86,Metro,91,95
"Apakah Monitor dijual dengan harga Rp3,150,000 dan mendapatkan diskon sebesar 15% di Carefour?",Monitor,7,13,"Rp3,150,000",35,45,0.15,78,80,Carefour,85,92
"Apakah sebaiknya membeli buku dengan harga Rp55,000 dan mendapatkan diskon sebesar 10% di Shopee?",Buku,25,28,"Rp55,000",43,50,0.1,83,85,Shopee,90,95
"Apakah HandPhone dengan harga Rp5,500,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",HandPhone,7,15,"Rp5,500,000",30,40,0.15,73,75,Tokopedia,80,88
"Apakah GPU dijual dengan harga Rp9,000,000 dan mendapatkan diskon sebesar 20% di Metro?",GPU,7,9,"Rp9,000,000",31,41,0.2,74,76,Metro,81,85
"Apakah Laptop dengan harga Rp11,000,000 sebaiknya dibeli dengan diskon 10% di Carefour?",Laptop,7,12,"Rp11,000,000",27,38,0.1,71,73,Carefour,78,85
"Apakah Komputer sebaiknya dibeli dengan harga Rp13,000,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Komputer,7,14,"Rp13,000,000",46,57,0.1,90,92,Tokopedia,97,105
"Apakah Lipstick dijual dengan harga Rp90,000 dan mendapatkan diskon sebesar 5% di Shopee?",Lipstick,7,14,"Rp90,000",36,43,0.05,76,77,Shopee,82,87
"Apakah Parfum dengan harga Rp450,000 sebaiknya dibeli dengan diskon 10% di Metro?",Parfum,7,12,"Rp450,000",27,35,0.1,68,70,Metro,75,79
"Apakah Baju sebaiknya dibeli dengan harga Rp180,000 dan mendapatkan diskon sebesar 15% di Carefour?",Baju,7,10,"Rp180,000",42,50,0.15,83,85,Carefour,90,97
"Apakah Celana dijual dengan harga Rp135,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Celana,7,12,"Rp135,000",34,42,0.1,75,77,Tokopedia,82,90
"Apakah Printer dengan harga Rp1,800,000 sebaiknya dibeli dengan diskon 20% di Shopee?",Printer,7,13,"Rp1,800,000",28,38,0.2,71,73,Shopee,78,83
"Apakah CPU sebaiknya dibeli dengan harga Rp5,400,000 dan mendapatkan diskon sebesar 10% di Metro?",CPU,7,9,"Rp5,400,000",41,51,0.1,84,86,Metro,91,95
"Apakah Monitor dijual dengan harga Rp3,150,000 dan mendapatkan diskon sebesar 15% di Carefour?",Monitor,7,13,"Rp3,150,000",35,45,0.15,78,80,Carefour,85,92
"Apakah sebaiknya membeli buku dengan harga Rp55,000 dan mendapatkan diskon sebesar 10% di Shopee?",Buku,25,28,"Rp55,000",43,50,0.1,83,85,Shopee,90,95
"Apakah HandPhone dengan harga Rp5,500,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",HandPhone,7,15,"Rp5,500,000",30,40,0.15,73,75,Tokopedia,80,88
"Apakah GPU dijual dengan harga Rp9,000,000 dan mendapatkan diskon sebesar 20% di Metro?",GPU,7,9,"Rp9,000,000",31,41,0.2,74,76,Metro,81,85
"Apakah Laptop dengan harga Rp11,000,000 sebaiknya dibeli dengan diskon 10% di Carefour?",Laptop,7,12,"Rp11,000,000",27,38,0.1,71,73,Carefour,78,85
"Apakah Komputer sebaiknya dibeli dengan harga Rp13,000,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Komputer,7,14,"Rp13,000,000",46,57,0.1,90,92,Tokopedia,97,105
"Apakah Lipstick dijual dengan harga Rp90,000 dan mendapatkan diskon sebesar 5% di Shopee?",Lipstick,7,14,"Rp90,000",36,43,0.05,76,77,Shopee,82,87
"Apakah Parfum dengan harga Rp450,000 sebaiknya dibeli dengan diskon 10% di Metro?",Parfum,7,12,"Rp450,000",27,35,0.1,68,70,Metro,75,79
"Apakah Baju sebaiknya dibeli dengan harga Rp180,000 dan mendapatkan diskon sebesar 15% di Carefour?",Baju,7,10,"Rp180,000",42,50,0.15,83,85,Carefour,90,97
"Apakah Celana dijual dengan harga Rp135,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Celana,7,12,"Rp135,000",34,42,0.1,75,77,Tokopedia,82,90
"Apakah Printer dengan harga Rp1,800,000 sebaiknya dibeli dengan diskon 20% di Shopee?",Printer,7,13,"Rp1,800,000",28,38,0.2,71,73,Shopee,78,83
"Apakah CPU sebaiknya dibeli dengan harga Rp5,400,000 dan mendapatkan diskon sebesar 10% di Metro?",CPU,7,9,"Rp5,400,000",41,51,0.1,84,86,Metro,91,95
"Apakah Monitor dijual dengan harga Rp3,150,000 dan mendapatkan diskon sebesar 15% di Carefour?",Monitor,7,13,"Rp3,150,000",35,45,0.15,78,80,Carefour,85,92
"Apakah sebaiknya membeli buku dengan harga Rp55,000 dan mendapatkan diskon sebesar 10% di Shopee?",Buku,25,28,"Rp55,000",43,50,0.1,83,85,Shopee,90,95
"Apakah HandPhone dengan harga Rp5,500,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",HandPhone,7,15,"Rp5,500,000",30,40,0.15,73,75,Tokopedia,80,88
"Apakah GPU dijual dengan harga Rp9,000,000 dan mendapatkan diskon sebesar 20% di Metro?",GPU,7,9,"Rp9,000,000",31,41,0.2,74,76,Metro,81,85
"Apakah Laptop dengan harga Rp11,000,000 sebaiknya dibeli dengan diskon 10% di Carefour?",Laptop,7,12,"Rp11,000,000",27,38,0.1,71,73,Carefour,78,85
"Apakah Komputer sebaiknya dibeli dengan harga Rp13,000,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Komputer,7,14,"Rp13,000,000",46,57,0.1,90,92,Tokopedia,97,105
"Apakah Lipstick dijual dengan harga Rp90,000 dan mendapatkan diskon sebesar 5% di Shopee?",Lipstick,7,14,"Rp90,000",36,43,0.05,76,77,Shopee,82,87
"Apakah Parfum dengan harga Rp450,000 sebaiknya dibeli dengan diskon 10% di Metro?",Parfum,7,12,"Rp450,000",27,35,0.1,68,70,Metro,75,79
"Apakah Baju sebaiknya dibeli dengan harga Rp180,000 dan mendapatkan diskon sebesar 15% di Carefour?",Baju,7,10,"Rp180,000",42,50,0.15,83,85,Carefour,90,97
"Apakah Celana dijual dengan harga Rp135,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Celana,7,12,"Rp135,000",34,42,0.1,75,77,Tokopedia,82,90
"Apakah Printer dengan harga Rp1,800,000 sebaiknya dibeli dengan diskon 20% di Shopee?",Printer,7,13,"Rp1,800,000",28,38,0.2,71,73,Shopee,78,83
"Apakah CPU sebaiknya dibeli dengan harga Rp5,400,000 dan mendapatkan diskon sebesar 10% di Metro?",CPU,7,9,"Rp5,400,000",41,51,0.1,84,86,Metro,91,95
"Apakah Monitor dijual dengan harga Rp3,150,000 dan mendapatkan diskon sebesar 15% di Carefour?",Monitor,7,13,"Rp3,150,000",35,45,0.15,78,80,Carefour,85,92
"Apakah sebaiknya membeli buku dengan harga Rp55,000 dan mendapatkan diskon sebesar 10% di Shopee?",Buku,25,28,"Rp55,000",43,50,0.1,83,85,Shopee,90,95
"Apakah HandPhone dengan harga Rp5,500,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",HandPhone,7,15,"Rp5,500,000",30,40,0.15,73,75,Tokopedia,80,88
"Apakah GPU dijual dengan harga Rp9,000,000 dan mendapatkan diskon sebesar 20% di Metro?",GPU,7,9,"Rp9,000,000",31,41,0.2,74,76,Metro,81,85
"Apakah Laptop dengan harga Rp11,000,000 sebaiknya dibeli dengan diskon 10% di Carefour?",Laptop,7,12,"Rp11,000,000",27,38,0.1,71,73,Carefour,78,85
"Apakah Komputer sebaiknya dibeli dengan harga Rp13,000,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Komputer,7,14,"Rp13,000,000",46,57,0.1,90,92,Tokopedia,97,105
"Apakah Lipstick dijual dengan harga Rp90,000 dan mendapatkan diskon sebesar 5% di Shopee?",Lipstick,7,14,"Rp90,000",36,43,0.05,76,77,Shopee,82,87
"Apakah Parfum dengan harga Rp450,000 sebaiknya dibeli dengan diskon 10% di Metro?",Parfum,7,12,"Rp450,000",27,35,0.1,68,70,Metro,75,79
"Apakah Baju sebaiknya dibeli dengan harga Rp180,000 dan mendapatkan diskon sebesar 15% di Carefour?",Baju,7,10,"Rp180,000",42,50,0.15,83,85,Carefour,90,97
"Apakah Celana dijual dengan harga Rp135,000 dan mendapatkan diskon sebesar 10% di Tokopedia?",Celana,7,12,"Rp135,000",34,42,0.1,75,77,Tokopedia,82,90
"Apakah Printer dengan harga Rp1,800,000 sebaiknya dibeli dengan diskon 20% di Shopee?",Printer,7,13,"Rp1,800,000",28,38,0.2,71,73,Shopee,78,83
"Apakah CPU sebaiknya dibeli dengan harga Rp5,400,000 dan mendapatkan diskon sebesar 10% di Metro?",CPU,7,9,"Rp5,400,000",41,51,0.1,84,86,Metro,91,95
"Apakah Monitor dijual dengan harga Rp3,150,000 dan mendapatkan diskon sebesar 15% di Carefour?",Monitor,7,13,"Rp3,150,000",35,45,0.15,78,80,Carefour,85,92
"Apakah sebaiknya membeli buku dengan harga Rp55,000 dan mendapatkan diskon sebesar 10% di Shopee?",Buku,25,28,"Rp55,000",43,50,0.1,83,85,Shopee,90,95
"Apakah HandPhone dengan harga Rp5,500,000 sebaiknya dibeli dengan diskon 15% di Tokopedia?",HandPhone,7,15,"Rp5,500,000",30,40,0.15,73,75,Tokopedia,80,88
"Pengen beli sabun mandi nasi dengan harga 90,000 di Shopee",Sabun,12,16,"90,000",42,47,,,,Shopee,52,57
"Pengen beli celana chino dengan harga 150,000 di Shopee",Celana,12,17,"150,000",38,44,,,,Shopee,49,54
"Pengen beli monitor gaming G24F dengan harga 2,550,000 yang diskon 6% di Shopee",Monitor,12,18,"2,550,000",45,53,0.06,67,68,Shopee,73,78
